is_canceled,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
0,67,40,28,1,3,2,0.0,0,0,0,0,0,0,70.84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,8,40,30,0,3,2,0.0,0,0,0,0,0,0,151.33,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,2,8,0,2,2,0.0,0,0,0,0,1,0,75.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,28,9,2,0,3,2,0.0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,83,31,25,1,2,2,1.0,0,0,0,0,0,0,117.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,230,42,12,0,1,2,0.0,0,0,0,0,0,0,68.5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,6,9,0,0,2,0.0,0,1,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,134,28,9,2,5,2,0.0,0,0,0,0,0,0,88.4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,207,41,4,0,1,2,0.0,0,0,0,0,0,0,98.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,41,3,1,0,1,0.0,0,0,0,0,0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,247,24,6,1,1,2,0.0,0,0,0,0,0,0,115.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,6,15,12,0,2,2,0.0,0,0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,72,44,28,0,3,2,0.0,0,0,0,0,0,58,85.67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,7,23,4,1,1,2,0.0,0,0,0,0,0,0,119.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,580,6,9,0,2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1,65,23,5,1,4,2,0.0,0,0,0,0,0,0,126.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,124,42,9,2,0,2,1.0,0,0,0,0,0,0,135.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,186,30,18,1,2,2,0.0,0,0,0,0,0,0,105.3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,41,33,14,1,3,2,0.0,0,0,0,0,0,0,131.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,96,12,19,2,5,2,0.0,0,0,0,0,1,0,34.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,193,26,20,1,2,2,0.0,0,0,0,0,0,39,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,32,21,18,2,5,2,0.0,0,0,0,0,0,0,121.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,32,11,0,2,2,0.0,0,0,0,0,0,0,209.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,165,33,13,2,1,3,0.0,0,0,0,0,1,0,199.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,169,32,8,0,4,3,0.0,0,0,0,0,0,0,184.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,10,14,3,1,1,1,0.0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,65,36,5,1,1,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,142,18,29,0,2,1,0.0,0,0,0,0,1,0,65.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,243,25,24,4,10,2,0.0,0,0,0,0,0,0,126.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,4,17,19,0,2,1,0.0,0,0,0,0,1,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,3,15,0,1,2,0.0,0,0,0,0,0,0,66.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,64,31,1,0,1,3,0.0,0,0,0,0,1,0,230.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,30,20,0,4,2,0.0,0,0,0,0,3,0,99.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,21,38,14,1,2,2,0.0,0,0,0,0,0,0,132.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,100,36,1,1,3,2,0.0,0,0,0,0,0,0,129.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,33,23,7,0,2,2,0.0,0,0,0,0,0,0,95.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,101,23,2,2,3,2,0.0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,176,29,12,0,4,2,0.0,0,0,0,0,0,0,90.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,275,33,17,0,2,2,1.0,0,0,0,0,0,0,125.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,43,20,0,1,1,0.0,0,1,0,0,1,0,123.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,8,21,0,1,1,0.0,0,1,0,7,0,0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,22,46,10,0,3,2,0.0,0,0,0,0,0,0,75.6,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,198,49,5,2,1,2,0.0,0,0,0,0,0,0,90.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1,325,37,7,1,1,2,0.0,0,0,1,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,177,27,6,1,3,2,0.0,0,0,0,0,0,0,100.18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,233,36,3,1,1,1,0.0,0,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,38,51,16,1,2,2,0.0,0,0,0,0,4,0,66.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,30,10,5,2,1,2,0.0,0,0,0,0,0,0,117.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,135,23,6,0,3,2,0.0,0,0,0,0,0,0,144.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,3,12,0,1,1,0.0,0,0,0,0,0,0,76.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,102,17,24,1,3,2,0.0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,129,22,2,1,2,2,0.0,0,0,0,0,0,0,130.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1,155,24,17,2,4,2,2.0,0,0,0,0,0,0,180.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,152,32,7,1,4,2,0.0,0,0,0,0,0,0,220.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,46,8,0,0,1,0.0,0,1,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,156,33,13,2,5,2,1.0,0,0,0,0,0,0,171.96,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,32,11,0,1,1,0.0,0,0,0,0,0,0,75.0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,207,53,30,1,2,2,0.0,0,0,0,0,0,0,161.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,239,25,15,0,2,2,0.0,0,0,0,0,0,80,112.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,181,31,31,1,4,2,0.0,0,0,0,0,2,0,194.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,287,42,15,2,6,2,0.0,0,0,0,0,2,0,44.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,102,42,11,2,2,2,0.0,0,0,0,0,0,0,50.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,56,46,7,1,2,1,0.0,0,0,0,0,0,0,209.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,94,34,25,1,2,2,0.0,0,0,0,0,0,0,122.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,92,40,26,1,3,2,0.0,0,0,0,0,0,0,102.68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,59,6,6,2,2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,96,33,17,2,5,2,0.0,0,0,0,0,0,0,125.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,26,47,17,1,3,2,0.0,0,0,0,0,0,0,57.59,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,10,27,6,0,1,2,0.0,0,0,0,0,0,0,118.0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,121,30,23,1,1,2,0.0,0,0,0,0,0,0,105.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,238,6,10,0,2,2,0.0,0,0,0,0,0,0,54.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,30,7,12,1,2,2,0.0,0,0,0,0,0,0,63.21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,33,40,25,1,0,2,0.0,0,0,0,0,0,0,99.0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,12,32,5,0,3,1,0.0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,55,34,16,2,5,2,1.0,0,0,0,0,1,0,223.99,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,120,50,4,2,1,2,0.0,0,0,0,0,0,0,79.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,263,26,29,2,3,2,0.0,0,0,0,0,0,0,115.74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,177,16,21,0,2,2,0.0,0,0,0,0,0,0,99.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,117,52,21,2,5,2,0.0,0,0,0,0,0,0,30.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,182,18,27,0,4,2,0.0,0,0,1,0,0,50,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,0,24,9,0,2,3,0.0,0,0,0,0,1,0,157.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,192,43,21,0,2,2,0.0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,62,16,16,2,1,2,0.0,0,0,0,0,2,0,126.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,186,18,24,2,3,1,0.0,0,0,0,0,0,0,68.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,63,31,28,0,3,2,2.0,0,0,0,0,0,0,195.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,11,14,0,1,1,0.0,0,1,0,3,0,0,48.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,357,21,24,0,2,2,0.0,0,0,0,0,0,0,109.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,273,35,24,2,5,2,0.0,0,0,1,0,0,0,94.63,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,44,9,1,0,4,2,0.0,0,0,0,0,0,0,100.3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,4,11,7,1,3,2,0.0,0,0,0,0,0,0,106.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,129,22,23,0,0,2,0.0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,79,41,10,1,1,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,4,44,23,2,3,1,0.0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,69,27,30,2,3,2,0.0,0,0,0,0,0,0,127.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,3,36,2,0,1,2,0.0,0,0,0,0,0,0,179.0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,60,25,16,0,3,2,2.0,0,0,0,0,0,0,201.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,30,23,6,0,2,2,0.0,0,0,0,0,0,0,120.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,79,49,30,0,4,2,0.0,0,0,0,0,3,0,88.4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,270,10,11,2,2,2,0.0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,9,22,1,2,2,0.0,0,0,0,0,0,0,60.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,14,44,26,1,3,1,0.0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,69,38,11,2,1,2,0.0,0,0,0,0,0,0,135.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,3,3,16,1,0,1,0.0,0,1,0,9,0,0,65.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,26,24,8,0,1,2,0.0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,199,25,12,2,3,2,0.0,0,0,0,0,0,0,110.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,88,18,30,0,1,2,0.0,0,0,0,1,0,0,126.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,169,14,31,0,3,2,0.0,0,0,0,0,1,0,66.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,9,21,15,1,0,2,0.0,0,0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,16,22,2,2,2,2,0.0,0,0,0,0,1,0,187.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,111,24,9,1,3,2,0.0,0,0,0,0,0,0,132.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,133,33,16,2,5,2,0.0,0,0,0,0,0,0,264.0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,71,43,22,1,1,2,0.0,0,0,0,0,0,0,142.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,27,31,25,1,3,3,0.0,0,0,0,0,0,0,182.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,40,18,3,0,3,2,0.0,0,0,0,0,0,0,134.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,32,8,0,1,1,0.0,0,1,5,19,1,0,0.0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,92,46,11,0,1,2,0.0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,63,48,23,1,2,2,0.0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,17,29,21,0,2,2,0.0,0,0,0,0,0,0,156.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,34,50,8,0,2,1,0.0,0,0,1,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,210,32,2,0,3,2,0.0,0,0,0,0,0,0,126.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,61,4,25,0,2,2,0.0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,7,19,5,0,3,1,0.0,0,0,0,0,0,0,112.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,2,4,23,0,1,2,0.0,0,0,0,0,0,0,48.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,10,34,18,2,5,2,1.0,0,0,0,0,0,0,187.0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,39,33,14,0,2,2,0.0,0,0,0,0,1,0,109.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,337,42,9,2,5,2,0.0,0,0,0,0,0,101,67.99,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,239,42,17,0,1,2,0.0,0,0,1,0,0,0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
0,25,51,14,1,1,2,0.0,0,0,0,0,1,0,49.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,126,31,25,1,2,2,0.0,0,0,0,0,0,0,77.03,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,16,39,25,2,3,1,0.0,0,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,88,41,7,0,2,2,0.0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,15,41,4,0,2,1,1.0,0,0,0,0,0,0,116.31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,84,48,27,1,2,2,0.0,0,0,0,0,3,0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,35,17,17,2,2,2,1.0,0,0,0,0,0,0,104.3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,108,12,18,0,2,2,0.0,0,0,1,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
0,16,39,25,2,3,1,0.0,0,0,0,0,0,0,170.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,23,11,10,1,3,2,0.0,0,0,0,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,16,9,3,0,2,2,1.0,0,0,0,0,0,0,128.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,95,23,7,0,3,2,0.0,0,0,0,0,0,0,89.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,33,5,28,0,2,2,0.0,0,0,0,0,0,0,44.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,118,16,22,2,1,3,0.0,0,0,0,0,0,0,175.5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,30,8,24,2,2,3,0.0,0,0,0,0,0,0,125.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,36,37,10,0,3,2,0.0,0,0,0,0,0,0,120.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,6,6,1,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,270,17,20,0,4,2,0.0,0,0,0,0,0,187,62.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,131,43,22,2,2,2,0.0,0,0,0,0,0,0,96.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,375,42,15,4,10,2,0.0,0,0,0,0,0,0,59.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,3,22,26,0,3,3,0.0,0,0,0,0,1,0,137.33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,46,34,17,1,1,1,0.0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,7,10,0,2,2,0.0,0,1,0,1,0,0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,154,30,23,2,2,3,0.0,0,0,0,0,0,0,115.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,54,53,31,0,3,1,0.0,0,0,0,0,0,0,62.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,13,8,14,1,0,2,0.0,0,0,0,0,0,0,58.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,24,49,5,2,1,2,0.0,0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,273,29,17,0,2,2,0.0,0,0,0,0,0,0,109.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,462,26,1,2,1,2,0.0,0,0,0,0,0,0,112.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,8,49,4,2,2,1,0.0,0,0,0,0,0,0,84.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,20,21,24,0,1,2,0.0,0,0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,40,24,15,0,1,2,2.0,0,0,0,0,2,0,230.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,14,29,21,1,2,2,0.0,0,0,0,0,0,0,139.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,48,22,0,1,1,0.0,0,1,0,6,0,0,30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,17,53,29,1,3,2,1.0,0,0,0,0,0,0,152.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,250,26,26,1,4,2,1.0,0,0,0,0,0,0,114.3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,4,23,1,0,2,0.0,0,0,0,0,0,0,58.31,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,601,9,2,0,2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1,35,12,14,1,2,2,0.0,0,0,0,0,0,0,71.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,276,16,22,2,5,2,0.0,0,0,0,0,0,0,104.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,396,26,25,2,0,2,0.0,0,0,0,0,0,0,122.4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
